customer_id,person_age,occupation_status,years_employed,person_income,Credit_Score,cb_person_cred_hist_length,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amnt,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status,Province,Latitude,Longitude,Risk_Segment,DTI_Ratio
CUST141972,41,Student,1.7,15000,694,5.6,445,12000,0,0,0,Credit Card,Personal,1500,17.13,0.8,0.1,0.033,0,Ontario,44.164341623578,-79.78532872782193,Tier 2 - Prime,0.1
CUST141973,33,Employed,9.0,54364,593,2.5,628,19101,0,2,3,Personal Loan,Education,82100,15.1,0.351,1.51,0.503,0,Manitoba,49.98659232817477,-97.67205097065519,Tier 4 - Subprime,1.51
CUST141974,29,Employed,4.3,39911,616,4.7,98,8892,0,1,0,Personal Loan,Medical,21600,14.82,0.223,0.541,0.18,1,Ontario,43.88023507699638,-79.7232757316098,Tier 3 - Near Prime,0.541
CUST141975,51,Employed,32.9,49982,649,27.0,2340,14512,0,0,0,Personal Loan,Medical,85900,13.62,0.29,1.719,0.573,0,British Columbia,49.382798969741884,-123.14049738659888,Tier 3 - Near Prime,1.719
CUST141976,43,Employed,2.3,22139,607,1.8,38,8394,0,1,0,Credit Card,Business,20100,20.32,0.379,0.908,0.303,0,Ontario,44.22722358028559,-79.92116610941764,Tier 3 - Near Prime,0.908
CUST141977,34,Employed,13.5,32087,574,9.7,40,11612,0,0,0,Personal Loan,Education,53700,15.55,0.362,1.674,0.558,1,Saskatchewan,52.601963306417,-106.09499481980038,Tier 4 - Subprime,1.674
CUST141978,55,Employed,23.2,58488,646,19.8,2733,20525,0,3,0,Line of Credit,Personal,36400,11.81,0.351,0.622,0.207,0,Ontario,43.073023321810595,-79.14902415268416,Tier 3 - Near Prime,0.622
CUST141979,46,Employed,16.3,68296,634,18.4,88501,11741,0,0,0,Credit Card,Personal,70000,19.8,0.172,1.025,0.342,1,Quebec,44.919210179099956,-73.75507173993614,Tier 3 - Near Prime,1.025
CUST141980,25,Employed,7.0,40431,595,1.2,60,14396,0,0,0,Credit Card,Debt Consolidation,20900,22.13,0.356,0.517,0.172,0,Quebec,45.48751698121256,-73.65346895822321,Tier 4 - Subprime,0.517
CUST141981,18,Employed,0.0,17268,486,1.3,33,7012,0,2,1,Credit Card,Personal,17100,21.75,0.406,0.99,0.33,0,Alberta,53.32297421048109,-112.90740705261688,Tier 4 - Subprime,0.99
CUST141982,36,Employed,0.5,44442,686,10.1,8758,1431,0,0,0,Personal Loan,Home Improvement,51000,11.17,0.032,1.148,0.383,1,Ontario,43.69984786267959,-79.55891105833369,Tier 2 - Prime,1.148
CUST141983,51,Employed,24.7,44212,659,22.6,91589,3838,0,0,0,Credit Card,Personal,59400,18.35,0.087,1.344,0.448,1,Alberta,53.35212312093236,-113.9093627785544,Tier 3 - Near Prime,1.344
CUST141984,42,Employed,2.2,39199,595,7.8,73,22822,1,2,1,Credit Card,Education,20300,21.07,0.582,0.518,0.173,0,British Columbia,49.73654555651061,-123.19868834421021,Tier 4 - Subprime,0.518
CUST141985,53,Employed,10.5,42487,665,8.8,1375,2473,0,0,0,Personal Loan,Personal,20900,12.18,0.058,0.492,0.164,1,Ontario,43.25695656636485,-79.74473278635033,Tier 3 - Near Prime,0.492
CUST141986,27,Employed,9.0,45727,660,3.7,30,16797,0,0,0,Personal Loan,Medical,40200,12.23,0.367,0.879,0.293,1,Ontario,43.1219332465821,-79.27791849073975,Tier 3 - Near Prime,0.879
CUST141987,33,Self-Employed,4.6,43453,689,4.5,3,17161,0,0,0,Credit Card,Home Improvement,16200,18.15,0.395,0.373,0.124,1,Alberta,53.3576018336276,-113.63691476751109,Tier 2 - Prime,0.373
CUST141988,33,Employed,7.1,34694,559,10.4,6600,17966,0,0,2,Credit Card,Home Improvement,38000,22.65,0.518,1.095,0.365,0,Ontario,43.22016834607713,-79.66614474899347,Tier 4 - Subprime,1.095
CUST141989,37,Employed,5.8,19741,692,8.2,60,4940,0,0,1,Personal Loan,Home Improvement,23800,11.1,0.25,1.206,0.402,1,Manitoba,50.004922739557166,-97.38696530440448,Tier 2 - Prime,1.206
CUST141990,44,Employed,25.0,104479,733,1.5,2047,29659,0,0,0,Line of Credit,Business,38100,8.18,0.284,0.365,0.122,1,Ontario,43.620190881888064,-78.82863180691717,Tier 2 - Prime,0.365
CUST141991,54,Self-Employed,8.9,108001,680,16.1,135356,62957,0,1,0,Credit Card,Debt Consolidation,70000,17.53,0.583,0.648,0.216,0,Quebec,45.751256881424105,-73.71478594389505,Tier 2 - Prime,0.648
CUST141992,57,Self-Employed,19.6,85602,563,26.1,10760,28831,0,1,0,Personal Loan,Business,62100,16.68,0.337,0.725,0.242,0,British Columbia,48.77005241697111,-122.59499848791438,Tier 4 - Subprime,0.725
CUST141993,54,Self-Employed,3.1,94474,663,26.6,23956,41873,0,0,0,Credit Card,Medical,70000,17.09,0.443,0.741,0.247,1,British Columbia,49.58796574027653,-123.05845426500152,Tier 3 - Near Prime,0.741
CUST141994,43,Employed,1.4,39073,621,8.6,1048,10646,0,0,0,Personal Loan,Education,31600,13.18,0.272,0.809,0.27,1,Ontario,43.38507885736632,-79.30771294360338,Tier 3 - Near Prime,0.809
CUST141995,30,Self-Employed,1.2,34326,653,8.0,765,4924,0,0,0,Credit Card,Home Improvement,45700,18.64,0.143,1.331,0.444,1,Alberta,53.75182003619822,-113.99276800980469,Tier 3 - Near Prime,1.331
CUST141996,37,Self-Employed,13.4,160289,666,6.1,42964,37671,0,0,0,Credit Card,Education,37200,17.62,0.235,0.232,0.077,1,British Columbia,49.0319050659797,-122.5479466814569,Tier 3 - Near Prime,0.232
CUST141997,42,Self-Employed,2.4,82078,730,12.9,7580,7632,0,0,0,Personal Loan,Personal,65300,10.74,0.093,0.796,0.265,1,Quebec,45.90224899610265,-73.53785850764784,Tier 2 - Prime,0.796
CUST141998,36,Self-Employed,5.4,71148,691,4.5,1719,7873,0,0,0,Credit Card,Education,36500,18.11,0.111,0.513,0.171,1,Quebec,45.9026073459948,-73.1454130721874,Tier 2 - Prime,0.513
CUST141999,24,Self-Employed,1.5,151098,540,2.2,222,7018,0,1,0,Personal Loan,Medical,52200,15.18,0.046,0.345,0.115,0,Quebec,45.26927157932892,-73.34105880169771,Tier 4 - Subprime,0.345
CUST142000,29,Employed,4.3,55454,591,10.6,935,17259,0,0,0,Credit Card,Medical,35800,21.97,0.311,0.646,0.215,1,Saskatchewan,52.62466598956048,-106.68544692860984,Tier 4 - Subprime,0.646
CUST142001,45,Student,0.6,15000,604,17.7,12636,1793,0,1,0,Credit Card,Debt Consolidation,1500,19.41,0.12,0.1,0.033,1,Manitoba,49.680345329334735,-96.90973735051686,Tier 3 - Near Prime,0.1
CUST142002,32,Employed,11.0,15000,702,8.9,547,5137,0,0,1,Personal Loan,Personal,5300,10.1,0.342,0.353,0.118,1,Ontario,44.12803211444893,-79.85126358767785,Tier 2 - Prime,0.353
CUST142003,35,Employed,15.7,21538,723,4.2,220,8399,0,0,0,Personal Loan,Debt Consolidation,27300,10.6,0.39,1.268,0.423,0,Ontario,43.28496806818513,-79.91365444671155,Tier 2 - Prime,1.268
CUST142004,34,Employed,11.7,84640,654,14.5,6419,6106,0,0,0,Personal Loan,Personal,22600,11.32,0.072,0.267,0.089,1,Saskatchewan,51.87869815232528,-106.84370801659833,Tier 3 - Near Prime,0.267
CUST142005,24,Employed,0.3,15000,634,1.8,68,1050,0,2,0,Credit Card,Home Improvement,14100,19.93,0.07,0.94,0.313,0,Ontario,44.114225694167544,-79.75402682499262,Tier 3 - Near Prime,0.94
CUST142006,32,Self-Employed,6.7,52287,702,9.8,129,22993,0,0,0,Credit Card,Debt Consolidation,12300,17.43,0.44,0.235,0.078,1,Saskatchewan,51.630187312766076,-106.20769636080784,Tier 2 - Prime,0.235
CUST142007,29,Employed,5.3,38368,599,9.4,86,9133,1,4,0,Line of Credit,Medical,5900,13.73,0.238,0.154,0.051,0,British Columbia,49.524842421852256,-123.3604382021812,Tier 4 - Subprime,0.154
CUST142008,26,Employed,7.9,37939,642,3.6,1389,1374,0,1,0,Credit Card,Home Improvement,41200,20.44,0.036,1.086,0.362,1,Ontario,43.87158990708643,-79.18915035747837,Tier 3 - Near Prime,1.086
CUST142009,22,Employed,2.5,116002,611,0.9,412,21971,0,0,0,Credit Card,Medical,70000,19.52,0.189,0.603,0.201,1,Ontario,44.219791970873274,-78.88970667298433,Tier 3 - Near Prime,0.603
CUST142010,33,Employed,2.3,26110,697,6.7,232,5568,0,0,1,Line of Credit,Home Improvement,14400,9.19,0.213,0.552,0.184,1,Quebec,46.06843234776131,-74.09304617980183,Tier 2 - Prime,0.552
CUST142011,42,Employed,2.9,65253,612,2.3,713,3876,1,3,0,Credit Card,Debt Consolidation,61800,20.91,0.059,0.947,0.316,0,Alberta,53.522691004940896,-113.24288134440381,Tier 3 - Near Prime,0.947
CUST142012,48,Employed,4.2,20399,640,13.6,740,2652,0,0,0,Personal Loan,Education,15400,13.46,0.13,0.755,0.252,1,Ontario,43.843284876427894,-79.97058566994384,Tier 3 - Near Prime,0.755
CUST142013,18,Employed,0.0,44427,609,0.2,1,5283,0,1,0,Personal Loan,Education,56400,14.49,0.119,1.269,0.423,0,Ontario,43.24014705483534,-78.95248786725838,Tier 3 - Near Prime,1.269
CUST142014,54,Employed,28.1,125243,713,24.6,33708,35837,0,0,0,Credit Card,Personal,5800,17.43,0.286,0.046,0.015,1,Manitoba,49.56639261332887,-96.55667542560286,Tier 2 - Prime,0.046
CUST142015,38,Employed,13.0,47460,821,7.0,1530,15439,0,1,0,Credit Card,Personal,14800,14.04,0.325,0.312,0.104,1,Ontario,43.72332646999456,-79.70570979188554,Tier 1 - Super Prime,0.312
CUST142016,21,Employed,1.6,43729,773,2.1,733,8452,0,4,1,Credit Card,Education,7400,14.83,0.193,0.169,0.056,0,Quebec,45.186810298598196,-73.97386886005646,Tier 1 - Super Prime,0.169
CUST142017,30,Employed,7.9,39703,625,4.6,115,13624,0,3,1,Credit Card,Education,12800,19.23,0.343,0.322,0.107,0,Quebec,45.16194799673845,-73.56870887937305,Tier 3 - Near Prime,0.322
CUST142018,18,Self-Employed,1.0,108528,680,1.1,2868,36310,0,2,0,Line of Credit,Education,22200,10.17,0.335,0.205,0.068,1,Ontario,43.08060954778807,-78.84147416292812,Tier 2 - Prime,0.205
CUST142019,18,Employed,0.0,25042,549,0.6,335,11246,0,1,0,Line of Credit,Personal,13600,14.21,0.449,0.543,0.181,0,Ontario,43.14121186609559,-79.62387139002934,Tier 4 - Subprime,0.543
CUST142020,55,Employed,27.1,56598,665,9.5,949,13735,0,1,0,Line of Credit,Education,38400,9.37,0.243,0.678,0.226,1,Ontario,43.90691542416413,-79.60207596519808,Tier 3 - Near Prime,0.678
CUST142021,26,Self-Employed,3.3,79983,671,3.6,152,11328,0,0,0,Line of Credit,Personal,16300,10.2,0.142,0.204,0.068,1,Ontario,43.07039729186021,-79.23903195423554,Tier 3 - Near Prime,0.204
CUST142022,41,Employed,22.2,29534,675,16.4,736,16835,0,0,0,Line of Credit,Home Improvement,16800,10.09,0.57,0.569,0.19,0,Quebec,45.97663778695562,-73.30935762874759,Tier 3 - Near Prime,0.569
CUST142023,33,Student,1.8,15000,616,11.6,3446,6479,0,0,0,Line of Credit,Medical,5400,11.87,0.432,0.36,0.12,1,Quebec,44.99609306873364,-73.5165119176894,Tier 3 - Near Prime,0.36
CUST142024,35,Employed,15.4,19521,581,0.9,178,8459,0,0,1,Line of Credit,Home Improvement,9400,13.29,0.433,0.482,0.161,0,British Columbia,48.87058932272758,-123.45235917782149,Tier 4 - Subprime,0.482
CUST142025,39,Employed,15.9,44081,743,12.6,2713,14427,0,0,1,Credit Card,Education,42400,16.36,0.327,0.962,0.321,1,Quebec,45.310112106227,-73.08408681708963,Tier 2 - Prime,0.962
CUST142026,18,Employed,0.0,15000,581,0.3,20,3055,0,3,1,Line of Credit,Business,12400,13.2,0.204,0.827,0.276,0,Ontario,43.92518712195078,-79.35607729253331,Tier 4 - Subprime,0.827
CUST142027,50,Student,1.4,49102,737,21.3,10895,11287,0,0,0,Credit Card,Business,4900,16.89,0.23,0.1,0.033,1,Ontario,43.894058707920195,-78.84755652928443,Tier 2 - Prime,0.1
CUST142028,33,Employed,7.6,31643,721,7.8,325,6275,0,0,0,Line of Credit,Home Improvement,5300,9.06,0.198,0.167,0.056,1,Ontario,43.349071852394005,-79.41094544601366,Tier 2 - Prime,0.167
CUST142029,28,Employed,3.2,36684,555,1.2,171,7166,0,0,0,Personal Loan,Personal,40800,16.43,0.195,1.112,0.371,0,Quebec,45.29409136753133,-74.00312614809309,Tier 4 - Subprime,1.112
CUST142030,40,Employed,6.2,48858,679,14.2,6086,15892,0,0,1,Credit Card,Medical,15900,17.49,0.325,0.325,0.108,1,Manitoba,50.280578124247725,-97.29818309860653,Tier 3 - Near Prime,0.325
CUST142031,26,Self-Employed,2.9,41595,574,4.1,2178,12722,0,0,0,Credit Card,Home Improvement,21200,22.31,0.306,0.51,0.17,0,Ontario,43.649334488258816,-79.33119106827253,Tier 4 - Subprime,0.51
CUST142032,37,Employed,7.3,49556,728,17.0,904,8631,0,1,0,Credit Card,Education,45000,15.75,0.174,0.908,0.303,1,Quebec,45.45154277183094,-73.9351607053002,Tier 2 - Prime,0.908
CUST142033,33,Employed,7.0,111764,735,2.7,710,35661,0,1,0,Line of Credit,Business,34500,8.72,0.319,0.309,0.103,1,British Columbia,49.44287204086202,-123.2334632263327,Tier 2 - Prime,0.309
CUST142034,43,Employed,6.4,33667,603,23.6,3334,4486,0,0,0,Credit Card,Education,11500,19.09,0.133,0.342,0.114,1,British Columbia,49.230916481448816,-123.59304429489318,Tier 3 - Near Prime,0.342
CUST142035,32,Employed,5.5,73154,580,4.2,1110,16638,1,5,0,Credit Card,Education,70000,21.92,0.227,0.957,0.319,0,Saskatchewan,52.054002082955975,-106.19924045865848,Tier 4 - Subprime,0.957
CUST142036,22,Employed,1.9,15000,623,0.9,16,2668,0,4,0,Personal Loan,Personal,29200,13.21,0.178,1.947,0.649,0,Ontario,44.01152434590793,-78.83422848188685,Tier 3 - Near Prime,1.947
CUST142037,39,Self-Employed,7.9,126226,623,5.0,1658,8706,0,0,0,Line of Credit,Debt Consolidation,19400,12.6,0.069,0.154,0.051,0,Ontario,44.170908483087324,-79.43589792752357,Tier 3 - Near Prime,0.154
CUST142038,31,Employed,2.8,74712,567,9.7,760,13841,0,1,1,Credit Card,Medical,70000,21.1,0.185,0.937,0.312,0,Ontario,43.71231770220225,-78.90946692900813,Tier 4 - Subprime,0.937
CUST142039,18,Employed,0.0,15000,586,0.3,86,2311,0,0,1,Line of Credit,Business,8900,14.43,0.154,0.593,0.198,0,Ontario,43.400405202187805,-79.7704118079352,Tier 4 - Subprime,0.593
CUST142040,37,Employed,18.4,53154,688,6.8,420,16765,0,0,0,Personal Loan,Medical,29800,12.97,0.315,0.561,0.187,1,Quebec,46.04134711965457,-74.08428132973604,Tier 2 - Prime,0.561
CUST142041,28,Employed,1.5,15985,597,9.4,104,5741,0,1,1,Personal Loan,Debt Consolidation,9400,15.68,0.359,0.588,0.196,0,Manitoba,50.137424583097825,-97.34561967926577,Tier 4 - Subprime,0.588
CUST142042,39,Student,0.3,22755,664,9.7,1208,6201,0,0,0,Line of Credit,Debt Consolidation,6000,9.8,0.273,0.264,0.088,1,British Columbia,49.467888496710096,-123.43431042831696,Tier 3 - Near Prime,0.264
CUST142043,24,Employed,5.6,17468,606,3.2,39,4261,0,0,0,Line of Credit,Debt Consolidation,5000,12.15,0.244,0.286,0.095,0,Ontario,43.78120318590207,-79.70042447608503,Tier 3 - Near Prime,0.286
CUST142044,20,Student,0.8,38414,561,1.2,198,12323,0,3,0,Personal Loan,Business,12100,15.22,0.321,0.315,0.105,0,Ontario,43.94165291207705,-79.0490978707708,Tier 4 - Subprime,0.315
CUST142045,49,Self-Employed,2.2,43292,741,19.9,15335,18327,0,1,0,Credit Card,Education,37500,17.13,0.423,0.866,0.289,1,Manitoba,50.225833506800605,-96.76067436617086,Tier 2 - Prime,0.866
CUST142046,45,Student,0.8,17413,522,26.5,871,3385,0,0,1,Personal Loan,Business,21200,15.71,0.194,1.217,0.406,0,Quebec,45.85111929976049,-73.49140036647286,Tier 4 - Subprime,1.217
CUST142047,34,Student,1.4,19450,523,3.4,349,4944,0,2,1,Personal Loan,Education,4100,16.52,0.254,0.211,0.07,0,Manitoba,50.466062179933445,-96.87192825937942,Tier 4 - Subprime,0.211
CUST142048,40,Self-Employed,11.3,52154,725,13.9,7299,3081,0,0,0,Line of Credit,Education,31700,8.45,0.059,0.608,0.203,1,British Columbia,49.17614208158633,-123.38063142234579,Tier 2 - Prime,0.608
CUST142049,44,Self-Employed,13.5,38254,582,11.9,443,9581,0,1,0,Personal Loan,Home Improvement,4300,15.92,0.25,0.112,0.037,1,Saskatchewan,51.82436334862113,-106.43235811956882,Tier 4 - Subprime,0.112
CUST142050,34,Self-Employed,12.0,92913,586,9.4,3293,14207,0,0,1,Personal Loan,Education,100000,15.78,0.153,1.076,0.359,0,Alberta,53.41902352116353,-113.18824910668023,Tier 4 - Subprime,1.076
CUST142051,20,Student,0.9,26329,596,0.6,12,2645,1,2,0,Credit Card,Home Improvement,1800,21.01,0.1,0.068,0.023,0,Quebec,45.8218581769984,-73.03483016885917,Tier 4 - Subprime,0.068
CUST142052,38,Student,0.4,25516,583,2.5,63,2722,0,0,1,Credit Card,Personal,2600,21.36,0.107,0.102,0.034,0,British Columbia,49.331539796598726,-123.6160636879353,Tier 4 - Subprime,0.102
CUST142053,47,Student,0.8,18459,620,4.4,740,661,0,1,0,Personal Loan,Education,30800,14.28,0.036,1.669,0.556,0,Quebec,45.939329397497794,-73.15083911720245,Tier 3 - Near Prime,1.669
CUST142054,42,Employed,18.0,81676,714,14.1,12798,26574,0,0,0,Credit Card,Medical,25800,16.6,0.325,0.316,0.105,1,Ontario,43.33657021292208,-79.7893983489168,Tier 2 - Prime,0.316
CUST142055,35,Self-Employed,7.7,34985,583,7.9,4276,3411,1,1,0,Credit Card,Medical,23100,21.19,0.097,0.66,0.22,0,Ontario,43.937633129703435,-79.468747942408,Tier 4 - Subprime,0.66
CUST142056,41,Employed,11.3,58025,712,13.8,804,24188,0,0,0,Personal Loan,Business,59500,9.51,0.417,1.025,0.342,1,Ontario,43.352423892960424,-79.97569284348887,Tier 2 - Prime,1.025
CUST142057,32,Employed,5.7,65116,651,3.2,1100,28280,0,0,0,Credit Card,Business,1700,18.87,0.434,0.026,0.009,1,Ontario,44.01213750863058,-78.83949446368885,Tier 3 - Near Prime,0.026
CUST142058,47,Self-Employed,24.3,99085,588,6.8,4335,19259,1,0,0,Personal Loan,Business,75900,16.33,0.194,0.766,0.255,0,Ontario,43.57907667819726,-78.82719261818625,Tier 4 - Subprime,0.766
CUST142059,51,Self-Employed,19.6,33437,651,14.5,450,1493,0,4,0,Line of Credit,Education,17700,10.5,0.045,0.529,0.176,0,Quebec,46.08899562344896,-73.01844598254137,Tier 3 - Near Prime,0.529
CUST142060,19,Self-Employed,1.0,70236,551,0.4,79,16702,1,0,1,Personal Loan,Home Improvement,69700,16.3,0.238,0.992,0.331,0,Saskatchewan,52.33568056377407,-107.16259209851741,Tier 4 - Subprime,0.992
CUST142061,48,Self-Employed,14.0,110954,585,6.6,3859,20866,0,1,1,Credit Card,Education,70000,21.13,0.188,0.631,0.21,1,Quebec,45.79177629730017,-73.79604120064172,Tier 4 - Subprime,0.631
CUST142062,61,Employed,21.8,71547,647,21.3,4023,11860,0,0,0,Credit Card,Education,70000,20.23,0.166,0.978,0.326,1,Quebec,44.95296880538274,-73.68830388508277,Tier 3 - Near Prime,0.978
CUST142063,41,Employed,6.7,37914,692,15.9,3140,19187,0,0,0,Personal Loan,Education,58500,12.66,0.506,1.543,0.514,1,Ontario,43.89688106458721,-78.80877375406115,Tier 2 - Prime,1.543
CUST142064,46,Employed,6.2,32319,686,3.4,296,10058,0,1,0,Credit Card,Business,17200,17.19,0.311,0.532,0.177,0,Ontario,43.55578791300157,-79.03981977838302,Tier 2 - Prime,0.532
CUST142065,27,Employed,6.6,32058,619,1.7,187,15748,0,1,0,Credit Card,Personal,10200,19.45,0.491,0.318,0.106,0,British Columbia,49.07045724844691,-122.94403082473343,Tier 3 - Near Prime,0.318
CUST142066,28,Student,0.1,40795,726,3.4,305,4707,0,1,0,Line of Credit,Medical,26900,8.89,0.115,0.659,0.22,1,Alberta,53.90033517817906,-113.63228066071295,Tier 2 - Prime,0.659
CUST142067,32,Self-Employed,9.8,151142,568,3.0,2355,72768,0,0,0,Credit Card,Home Improvement,17200,22.84,0.481,0.114,0.038,0,Ontario,43.32756378019031,-78.8137089536522,Tier 4 - Subprime,0.114
CUST142068,30,Employed,10.5,49733,626,3.6,121,9542,0,1,0,Personal Loan,Home Improvement,42200,13.75,0.192,0.849,0.283,1,Quebec,45.11988756246947,-73.31329817399046,Tier 3 - Near Prime,0.849
CUST142069,19,Employed,0.8,33940,673,0.7,33,6459,0,1,0,Credit Card,Personal,6500,17.66,0.19,0.192,0.064,1,British Columbia,49.10908059804866,-123.09640305157468,Tier 3 - Near Prime,0.192
CUST142070,32,Employed,9.3,51439,647,12.3,224,2076,0,1,0,Credit Card,Home Improvement,46200,20.99,0.04,0.898,0.299,1,Ontario,43.80841960536631,-79.36339234040484,Tier 3 - Near Prime,0.898
CUST142071,45,Employed,17.6,21625,743,2.1,86,12552,0,0,0,Credit Card,Debt Consolidation,3100,17.3,0.58,0.143,0.048,0,Ontario,43.36197984431837,-79.89143565087072,Tier 2 - Prime,0.143
CUST142072,19,Employed,0.7,16839,634,0.5,18,1444,0,3,0,Personal Loan,Business,31500,13.97,0.086,1.871,0.624,0,British Columbia,49.353015749357816,-123.26591383838884,Tier 3 - Near Prime,1.871
CUST142073,37,Employed,17.4,57249,610,7.6,109,18211,0,2,0,Line of Credit,Personal,50000,12.65,0.318,0.873,0.291,0,British Columbia,49.14451684600299,-123.55537580216374,Tier 3 - Near Prime,0.873
CUST142074,36,Employed,9.3,48876,710,6.5,267,32903,0,0,0,Credit Card,Personal,63200,17.11,0.673,1.293,0.431,0,Ontario,43.52925755436758,-79.09749122309066,Tier 2 - Prime,1.293
CUST142075,31,Employed,2.2,48036,657,1.2,230,11589,0,0,0,Credit Card,Home Improvement,34300,17.99,0.241,0.714,0.238,1,Ontario,43.296942017848146,-78.93119533783432,Tier 3 - Near Prime,0.714
CUST142076,40,Employed,1.9,33360,650,21.7,3547,6942,0,0,0,Line of Credit,Home Improvement,12300,9.15,0.208,0.369,0.123,1,British Columbia,49.06922583277222,-122.60366546676879,Tier 3 - Near Prime,0.369
CUST142077,39,Self-Employed,9.4,28568,679,11.6,567,7536,0,0,0,Personal Loan,Debt Consolidation,34100,12.0,0.264,1.194,0.398,1,Ontario,43.381814978897644,-78.81046534546047,Tier 3 - Near Prime,1.194
CUST142078,30,Self-Employed,5.6,70784,593,10.2,174,5153,0,0,0,Credit Card,Medical,14300,21.46,0.073,0.202,0.067,1,Alberta,53.23822702917082,-113.8356495405768,Tier 4 - Subprime,0.202
CUST142079,47,Self-Employed,22.0,53870,662,14.9,16082,20151,0,0,0,Credit Card,Education,29600,18.09,0.374,0.549,0.183,1,Ontario,43.15013549158773,-79.36643929134519,Tier 3 - Near Prime,0.549
CUST142080,41,Self-Employed,17.3,48018,616,11.8,530,27325,0,0,0,Personal Loan,Education,46600,13.96,0.569,0.97,0.323,0,Ontario,43.572883837882145,-79.10091904089718,Tier 3 - Near Prime,0.97
CUST142081,53,Employed,24.8,48709,660,22.4,12647,9437,0,0,0,Personal Loan,Education,74100,12.14,0.194,1.521,0.507,1,Ontario,43.34682157269608,-79.2093624088435,Tier 3 - Near Prime,1.521
CUST142082,34,Employed,14.5,45873,626,0.5,86,10605,0,0,0,Personal Loan,Medical,71900,13.84,0.231,1.567,0.522,0,Manitoba,50.448322633194245,-96.53891542017517,Tier 3 - Near Prime,1.567
CUST142083,31,Student,1.8,25069,618,10.1,542,6112,0,2,0,Credit Card,Personal,2500,20.83,0.244,0.1,0.033,1,Alberta,53.66814479353509,-113.78834193628951,Tier 3 - Near Prime,0.1
CUST142084,32,Self-Employed,3.7,183236,625,8.8,2166,91072,0,1,0,Credit Card,Medical,70000,20.26,0.497,0.382,0.127,0,Manitoba,49.84952037323573,-97.03356652365859,Tier 3 - Near Prime,0.382
CUST142085,49,Employed,11.7,105285,678,28.6,22421,15928,0,0,0,Personal Loan,Personal,100000,12.64,0.151,0.95,0.317,1,Quebec,45.30728684980245,-73.84224921440772,Tier 3 - Near Prime,0.95
CUST142086,33,Employed,12.5,53464,618,6.3,394,5387,0,1,0,Credit Card,Medical,44100,20.92,0.101,0.825,0.275,1,Alberta,53.49901851560855,-113.28818379144361,Tier 3 - Near Prime,0.825
CUST142087,33,Employed,14.8,48472,804,3.3,233,7118,0,0,0,Line of Credit,Business,28900,6.87,0.147,0.596,0.199,1,Alberta,53.355858416212854,-113.74541385231328,Tier 1 - Super Prime,0.596
CUST142088,58,Employed,5.3,36104,645,26.5,828,13791,0,0,0,Credit Card,Home Improvement,46900,19.43,0.382,1.299,0.433,1,Ontario,44.08142674314761,-79.11383609260491,Tier 3 - Near Prime,1.299
CUST142089,18,Employed,0.0,15000,587,1.9,211,6175,0,1,0,Credit Card,Education,5500,21.11,0.412,0.367,0.122,0,Saskatchewan,51.840204908960594,-106.5039254751329,Tier 4 - Subprime,0.367
CUST142090,39,Employed,5.3,32533,610,14.8,1781,14708,1,2,0,Credit Card,Home Improvement,34900,19.11,0.452,1.073,0.358,0,Alberta,53.282057390960276,-113.88540215844702,Tier 3 - Near Prime,1.073
CUST142091,34,Self-Employed,7.6,141085,634,15.4,12894,24590,0,0,0,Credit Card,Home Improvement,70000,19.39,0.174,0.496,0.165,1,Saskatchewan,52.384744589750696,-107.00014522624953,Tier 3 - Near Prime,0.496
CUST142092,31,Student,1.0,36489,519,0.4,11,17444,0,1,0,Credit Card,Business,3600,22.61,0.478,0.099,0.033,0,Alberta,54.02721297915658,-113.51595060939503,Tier 4 - Subprime,0.099
CUST142093,23,Employed,3.4,49262,567,1.6,3120,5227,0,2,0,Credit Card,Business,54400,21.36,0.106,1.104,0.368,0,Alberta,53.762239075108305,-113.25055585401857,Tier 4 - Subprime,1.104
CUST142094,27,Employed,8.0,37483,539,1.9,12,4965,0,0,0,Credit Card,Medical,39300,21.6,0.132,1.048,0.349,0,Saskatchewan,51.63487438537086,-107.08125265298361,Tier 4 - Subprime,1.048
CUST142095,30,Employed,4.9,46658,725,2.3,851,9059,0,0,0,Line of Credit,Personal,15100,9.06,0.194,0.324,0.108,1,Quebec,45.98047918882003,-73.82462814524783,Tier 2 - Prime,0.324
CUST142096,40,Employed,15.9,38947,635,1.2,146,5571,0,0,0,Credit Card,Personal,7200,20.98,0.143,0.185,0.062,1,Alberta,53.86928891652358,-113.94505300656046,Tier 3 - Near Prime,0.185
CUST142097,45,Employed,14.6,50164,589,18.6,2375,2141,0,2,0,Credit Card,Home Improvement,65400,21.01,0.043,1.304,0.435,0,Ontario,43.34086325133862,-79.87503005025405,Tier 4 - Subprime,1.304
CUST142098,18,Employed,0.0,15000,736,0.3,8,1895,0,2,0,Credit Card,Home Improvement,20400,16.23,0.126,1.36,0.453,0,British Columbia,48.75782899115228,-123.20453572175747,Tier 2 - Prime,1.36
CUST142099,20,Self-Employed,1.0,96685,620,1.0,61,46602,0,0,0,Line of Credit,Business,36200,11.04,0.482,0.374,0.125,0,Alberta,53.80707518104152,-113.82569511218513,Tier 3 - Near Prime,0.374
